2026-01-14 03:45:52,280 - als_campaign_logs - INFO - user:1 with email:test@gmail.com fetched a total of:562 campaigns
2026-01-14 03:46:11,900 - als_campaign_logs - INFO - user:1 with email:test@gmail.com retrieved page 1 of campaigns
2026-01-14 03:49:00,381 - als_campaign_logs - INFO - user:1 with email:test@gmail.com retrieve campaigns for branch:HQ
2026-01-14 03:49:22,474 - als_campaign_logs - INFO - user:1 with email:test@gmail.com retrieve campaigns for branch:YORK
2026-01-14 03:50:13,132 - als_campaign_logs - INFO - user:1 with email:test@gmail.com retrieve campaigns for branch:P3
2026-01-14 03:50:26,165 - als_campaign_logs - INFO - user:1 with email:test@gmail.com retrieved page 1 of campaigns
2026-01-14 04:08:05,718 - als_campaign_logs - INFO - user:1 with email:test@gmail.com retrieved page 1 of campaigns
2026-01-14 04:08:29,541 - als_campaign_logs - INFO - user:1 with email:test@gmail.com fetched a total of:562 campaigns
2026-01-14 08:19:20,733 - als_campaign_logs - INFO - user:1 with email:test@gmail.com fetched a total of:562 campaigns
2026-01-14 08:20:09,786 - als_campaign_logs - INFO - user:1 with email:test@gmail.com retrieved page 1 of campaigns
2026-01-14 08:49:25,908 - als_campaign_logs - INFO - user:1 with email:test@gmail.com fetched a total of:562 campaigns
2026-01-14 08:49:29,526 - als_campaign_logs - INFO - user:1 with email:test@gmail.com retrieved page 1 of campaigns
2026-01-14 08:56:04,305 - als_campaign_logs - INFO - user:1 with email:test@gmail.com retrieved page 1 of campaigns
2026-01-14 08:56:10,506 - als_campaign_logs - INFO - user:1 with email:test@gmail.com retrieved page 2 of campaigns
2026-01-14 08:56:12,024 - als_campaign_logs - INFO - user:1 with email:test@gmail.com retrieved page 4 of campaigns
2026-01-14 08:56:14,541 - als_campaign_logs - INFO - user:1 with email:test@gmail.com retrieved page 5 of campaigns
2026-01-14 08:56:43,001 - als_campaign_logs - INFO - user:1 with email:test@gmail.com retrieved page 1 of campaigns
2026-01-14 08:56:50,922 - als_campaign_logs - INFO - user:1 with email:test@gmail.com retrieved page 1 of campaigns
